gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
1890085957	StillImage	image/jpeg	https://static.inaturalist.org/photos/22432270/original.jpeg?1533165260	https://www.inaturalist.org/photos/22432270					2018-08-01T06:44:56Z	Joe MDO		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Joe MDO
1883561595	StillImage	image/jpeg	https://static.inaturalist.org/photos/21615805/original.jpeg?1532019728	https://www.inaturalist.org/photos/21615805					2006-12-13T06:55:05Z	david_legros		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	david_legros
1880597064	StillImage	image/jpeg	https://static.inaturalist.org/photos/20502434/original.jpg?1530281440	https://www.inaturalist.org/photos/20502434					2017-08-04T00:45:03Z	floridensis		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	floridensis
1880597064	StillImage	image/jpeg	https://static.inaturalist.org/photos/20502432/original.jpg?1530281435	https://www.inaturalist.org/photos/20502432					2017-08-04T00:47:24Z	floridensis		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	floridensis
1880597064	StillImage	image/jpeg	https://static.inaturalist.org/photos/20502429/original.jpg?1530281429	https://www.inaturalist.org/photos/20502429					2017-08-04T00:44:47Z	floridensis		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	floridensis
1880597064	StillImage	image/jpeg	https://static.inaturalist.org/photos/20502438/original.jpg?1530281445	https://www.inaturalist.org/photos/20502438					2017-08-04T00:46:52Z	floridensis		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	floridensis
1850926125	StillImage	image/jpeg	https://static.inaturalist.org/photos/19281667/original.jpeg?1528328909	https://www.inaturalist.org/photos/19281667					2018-06-06T16:35:48Z	bobbyfingers		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	bobbyfingers
1839260096	StillImage	image/jpeg	https://static.inaturalist.org/photos/16262128/original.jpeg?1524613175	https://www.inaturalist.org/photos/16262128					2018-04-24T15:17:55Z	bobbyfingers		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	bobbyfingers
1831203773	StillImage	image/jpeg	https://static.inaturalist.org/photos/13582062/original.jpeg?1518942305	https://www.inaturalist.org/photos/13582062					2016-02-27T20:53:02Z	alexb0000		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	alexb0000
1831203773	StillImage	image/jpeg	https://static.inaturalist.org/photos/13582065/original.jpeg?1518942314	https://www.inaturalist.org/photos/13582065					2016-02-27T20:53:44Z	alexb0000		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	alexb0000
1831180436	StillImage	image/jpeg	https://static.inaturalist.org/photos/13478773/original.jpeg?1518484477	https://www.inaturalist.org/photos/13478773					2018-01-30T02:12:19Z	Michiko		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Michiko
1802762759	StillImage	image/jpeg	https://static.inaturalist.org/photos/12674839/original.jpg?1514867082	https://www.inaturalist.org/photos/12674839					2016-06-09T00:00:00Z	Marc L.		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Marc L.
1802762755	StillImage	image/jpeg	https://static.inaturalist.org/photos/12674836/original.jpg?1514867077	https://www.inaturalist.org/photos/12674836					2016-06-08T00:00:00Z	Marc L.		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Marc L.
1802762749	StillImage	image/jpeg	https://static.inaturalist.org/photos/12674834/original.jpeg?1514867072	https://www.inaturalist.org/photos/12674834					2016-06-07T21:41:54Z	Marc L.		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Marc L.
1802762748	StillImage	image/jpeg	https://static.inaturalist.org/photos/12674838/original.jpg?1514867079	https://www.inaturalist.org/photos/12674838					2016-06-08T00:00:00Z	Marc L.		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Marc L.
1699373474	StillImage	image/jpeg	https://static.inaturalist.org/photos/11478080/original.jpg?1509208084	https://www.inaturalist.org/photos/11478080					2017-06-12T15:27:00Z	Tom Palmer		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Tom Palmer
1640048849	StillImage	image/jpeg	https://static.inaturalist.org/photos/9958308/original.jpg?1503503825	https://www.inaturalist.org/photos/9958308					2017-03-11T21:11:35Z	strongpm		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	strongpm
1640048849	StillImage	image/jpeg	https://static.inaturalist.org/photos/9958310/original.jpg?1503503833	https://www.inaturalist.org/photos/9958310					2017-03-11T21:11:35Z	strongpm		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	strongpm
1585354953	StillImage	image/jpeg	https://cdn.floridamuseum.ufl.edu/Herp/bbfb46e3-808f-4ec4-a759-f5d759fe3b99		Python bivittatus	179669.jpg						Florida Museum of Natural History Herpetology	http://creativecommons.org/licenses/by-nc/4.0/	Florida Museum of Natural History Herpetology
1585354824	StillImage	image/jpeg	https://cdn.floridamuseum.ufl.edu/Herp/576cfe8f-1dcf-4882-96c5-66ce538e30fa		Python bivittatus	179440b.jpg						Florida Museum of Natural History Herpetology	http://creativecommons.org/licenses/by-nc/4.0/	Florida Museum of Natural History Herpetology
1585354824	StillImage	image/jpeg	https://cdn.floridamuseum.ufl.edu/Herp/0e24a045-6e18-4297-bffb-4b11f9717c0d		Python bivittatus	179440a.jpg						Florida Museum of Natural History Herpetology	http://creativecommons.org/licenses/by-nc/4.0/	Florida Museum of Natural History Herpetology
1585354824	StillImage	image/jpeg	https://cdn.floridamuseum.ufl.edu/Herp/9403bdc3-4c12-405d-b649-f5f468608664		Python bivittatus	179440d.jpg						Florida Museum of Natural History Herpetology	http://creativecommons.org/licenses/by-nc/4.0/	Florida Museum of Natural History Herpetology
